ID;Date;Date (Unix);Token;Token Symbol;Volume;Volume USD;Untracked Volume USD;Total Value Locked;Total Value Locked USD;Price USD;Fees USD;Open Price USD;High Price USD;Low Price USD;Close Price USD
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18878;08/09/2021, 02:00:00;1631059200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;492515.847621251345800453;1682191090.534013941743198827;1682191090.534013941743198827;191296.308612148768335802;667568203.400258500871981679;3489.707711787298180628;3906007.825930807814115086;3430.766730000004515449;3555.087157957825339796;3212.842025567975462938;3489.707711787298180628
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18879;09/09/2021, 02:00:00;1631145600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;308184.885149377739603493;1073680508.663792765848726297;1073680508.663792765848726297;202450.362728943081484667;694354994.572643883863967195;3429.754262788368058397;2536749.026840985411246171;3489.707711787298180628;3551.524813866192325336;3410.087529723259883978;3429.754262788368058397
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18880;10/09/2021, 02:00:00;1631232000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;349454.926272454836915507;1160863027.852534061983812465;1160863027.852534061983812465;215172.632323034841042184;690394055.535252415056193262;3208.558858446162029767;2543258.07540017037407375;3429.754262788368058397;3503.355981117283437563;3156.14327893540602543;3208.558858446162029767
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18881;11/09/2021, 02:00:00;1631318400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;242861.574555147359124982;795615423.993988155492195002;795615423.993988155492195002;214394.748697934580197849;698674405.647133552524974456;3258.822382032831892792;1600418.186304918514726058;3208.558858446162029767;3337.786510000011271153;3208.558858446162029767;3258.822382032831892792
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18882;12/09/2021, 02:00:00;1631404800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;216766.481909926200562534;730478418.953286378972888251;730478418.953286378972888251;204594.638837965388007448;698102504.185788033721207596;3412.125108217866850857;1478451.462402873294728142;3258.822382032831892792;3458.697703783253773946;3238.575008746787041404;3412.125108217866850857
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18883;13/09/2021, 02:00:00;1631491200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;328832.635364082159050741;1067987185.598960265322228587;1067987185.598960265322228587;209178.272228647205382709;687716855.098530672897884172;3287.706929459698717463;2108952.755346948767501866;3412.125108217866850857;3417.641225000009583679;3061.195500922341096553;3287.706929459698717463
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18884;14/09/2021, 02:00:00;1631577600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;219108.06025281913711297;731573543.772411399146775424;731573543.772411399146775424;208985.432021316319704801;715570514.325396401100748302;3424.021030577905899857;1589694.462421717266357478;3287.706929459698717463;3424.021030577905899857;3281.148445336017232824;3424.021030577905899857
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18885;15/09/2021, 02:00:00;1631664000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;217560.230099813701345088;754915331.839940877042976003;754915331.839940877042976003;200464.979710940537731314;722748693.887659544122591991;3605.361370000003806246;1834825.300754360376325999;3424.021030577905899857;3605.361370000003806246;3374.47215275028339979;3605.361370000003806246
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18886;16/09/2021, 02:00:00;1631750400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;293338.911531824045796317;1053683995.405156975437443735;1053683995.405156975437443735;210448.811351794632407477;750127308.450657860834398526;3564.416941261384048572;2447631.828589656757407641;3605.361370000003806246;3665.568127705159517209;3498.986691574004584452;3564.416941261384048572
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18887;17/09/2021, 02:00:00;1631836800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;268731.335710859735639127;934084113.467503428866538897;934084113.467503428866538897;222282.133070762754967303;754865392.683920513648006515;3395.978715228595111367;2000280.162582996944398507;3564.416941261384048572;3582.429830459072068827;3362.213258083827006635;3395.978715228595111367
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18888;18/09/2021, 02:00:00;1631923200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;187559.328604091987423777;648167175.461137847068711969;648167175.461137847068711969;222504.369917098405331171;763134315.99725310815876908;3429.749790000011393326;1296962.389143409393707899;3395.978715228595111367;3530.392676519209076927;3371.30791432070802952;3429.749790000011393326
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18889;19/09/2021, 02:00:00;1632009600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;197295.719149336832676984;664310789.573143475621337232;664310789.573143475621337232;241356.372657252915031111;801198499.441985385418017387;3319.566376562002298341;1258237.630114805749482301;3429.749790000011393326;3444.114024066065767758;3294.126798440669091497;3319.566376562002298341
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18890;20/09/2021, 02:00:00;1632096000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;610078.049404720208386099;1887089945.501516416525082653;1887089945.501516416525082653;255064.462024958807604395;756540477.444911925805207422;2966.075600805894376397;3439914.178075617768791207;3319.566376562002298341;3332.982088609252424878;2886.634350392173664592;2966.075600805894376397
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18891;21/09/2021, 02:00:00;1632182400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;613865.43276622448701682;1789075778.502027620420834322;1789075778.502027620420834322;269729.698340196701533589;743361109.509180617785274473;2755.948321907126775025;3127524.314127343681326986;2966.075600805894376397;3093.307609003135727168;2653.2400776520661882;2755.948321907126775025
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18892;22/09/2021, 02:00:00;1632268800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;404385.556456529406051736;1185947454.874699879453686372;1185947454.874699879453686372;249235.263331430471468464;765287902.461995671057469034;3070.544240942036142041;1977622.277088249540504541;2755.948321907126775025;3080.685558336465281947;2749.292935148148276737;3070.544240942036142041
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18893;23/09/2021, 02:00:00;1632355200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;291090.220712607750225852;904785616.205857071698405256;904785616.205857071698405256;246151.738346725256194755;774665067.597770900684987387;3147.103785660008357651;1561801.272576940287231742;3070.544240942036142041;3177.476754671469789001;3046.158475426279484039;3147.103785660008357651
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18894;24/09/2021, 02:00:00;1632441600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;443085.309073269049822095;1296398207.736278643594799522;1296398207.736278643594799522;269321.568225526606227627;787126990.860458240726681299;2922.628870931449761211;2337954.828948324354589878;3147.103785660008357651;3150.998560000000076127;2744.402027925680663798;2922.628870931449761211
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18895;25/09/2021, 02:00:00;1632528000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;339107.159019867164198426;985297643.466790713500962782;985297643.466790713500962782;271701.349567381974220677;796773064.47080267439685902;2932.532597793382835189;1582011.852949754237058942;2922.628870931449761211;2959.483154481848256845;2823.576403133807763738;2932.532597793382835189
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18896;26/09/2021, 02:00:00;1632614400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;455875.322815649872284506;1339085294.138113215356413011;1339085294.138113215356413011;259547.104163550002702175;793715632.544805851802903309;3058.079322837125434809;2450275.275669075362030136;2932.532597793382835189;3104.983462349164206673;2750.602916335389186961;3058.079322837125434809
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18897;27/09/2021, 02:00:00;1632700800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;344199.093622821620837524;1055245740.566393075351123469;1055245740.566393075351123469;279069.857293184000888083;819540757.304652077982692805;2936.686768158061950556;1872514.690483734255568375;3058.079322837125434809;3156.152808301427630314;2936.686768158061950556;2936.686768158061950556
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18898;28/09/2021, 02:00:00;1632787200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;341025.721445110866947872;984934579.461012733412747287;984934579.461012733412747287;291299.805419636187459167;815366810.079288097294387336;2799.064039554367485009;1891952.757260714453176323;2926.604814443335170765;2959.247776263349239197;2798.89147209769485448;2799.064039554367485009
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18899;29/09/2021, 02:00:00;1632873600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;286000.049819378092356495;820795945.065520459965584726;820795945.065520459965584726;289688.81199997130474343;823998401.797828337071734466;2844.426045000004897002;1525622.707790444391447115;2799.064039554367485009;2939.386393075179083936;2792.753007343469698288;2844.426045000004897002
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18900;30/09/2021, 02:00:00;1632960000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;334690.056350564896169902;998361163.515021451970823979;998361163.515021451970823979;271897.2871598197934556;815249331.416339493192287387;2998.372436636854819614;1609883.960791027835731503;2844.426045000004897002;3046.344010031266505767;2844.426045000004897002;2998.372436636854819614
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18901;01/10/2021, 02:00:00;1633046400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;349694.852576533435702901;1106164393.734652122712362133;1106164393.734652122712362133;247788.574392979887333564;817309477.033454451223654091;3298.414703081683713258;1867329.565260513637112777;2998.372436636854819614;3326.643693282900328068;2982.682515346212789151;3298.414703081683713258
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18902;02/10/2021, 02:00:00;1633132800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;245861.174099588458349469;823718582.240270917817771972;823718582.240270917817771972;237835.525287723955315076;805226937.641728514049430737;3385.646179928742789215;1631658.851285481970509575;3298.414703081683713258;3457.202185000009985355;3265.900531494716320846;3385.646179928742789215
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18903;03/10/2021, 02:00:00;1633219200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;238408.546172349265678898;814794118.49792740459414903;814794118.49792740459414903;237114.293779660769263177;811632816.457472709277215136;3422.960309645799551617;1592006.177381402750721955;3385.646179928742789215;3478.346163727783031545;3358.202930540642781435;3422.960309645799551617
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18904;04/10/2021, 02:00:00;1633305600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;308520.635155901341360735;1037906361.75979842296883016;1037906361.75979842296883016;243924.470536419283224347;826021961.421088166200699647;3386.384152457383248253;2104402.410819267977532565;3422.960309645799551617;3426.473557665858567603;3285.290748198655078834;3386.384152457383248253
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18905;05/10/2021, 02:00:00;1633392000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;247870.589246917902395854;852153752.755954922606486925;852153752.755954922606486925;234419.435415559514910646;824699438.724314995576061831;3518.050614115487433638;2075081.828154495442917374;3386.384152457383248253;3535.84365763583601734;3376.855566700105436307;3518.050614115487433638
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18906;06/10/2021, 02:00:00;1633478400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;353105.516445397284036712;1239624608.913193836815718025;1239624608.913193836815718025;237076.254360603229474823;849746071.527786188152490667;3584.273228120458182927;2394724.681112951959933406;3518.050614115487433638;3616.611873311060975012;3354.382528417599801739;3584.273228120458182927
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18907;07/10/2021, 02:00:00;1633564800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;326609.976292300563076057;1167239319.907195947327559587;1167239319.907195947327559587;235041.455797023504755508;844252301.128069669721548811;3591.929339721018824287;3178028.167215362571822045;3584.273228120458182927;3650.196598787594081102;3490.149917779579673328;3591.929339721018824287
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18908;08/10/2021, 02:00:00;1633651200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;260942.981171857046955152;940843263.57927407920617875;940843263.57927407920617875;243176.762164773726030031;865696566.887095867358917512;3559.947748216624466827;2539662.289011347778422923;3591.929339721018824287;3662.315473761838279427;3559.474888717871276693;3559.947748216624466827
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18909;09/10/2021, 02:00:00;1633737600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;180019.763452677540028301;645755411.579391176412840389;645755411.579391176412840389;250228.370062971478177263;895998669.266112222728996623;3580.723756625312928465;1936766.918459418180760405;3559.947748216624466827;3618.794359117219912976;3549.027081243743577943;3580.723756625312928465
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18910;10/10/2021, 02:00:00;1633824000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;278837.705712258140415243;983653944.869214024800854936;983653944.869214024800854936;270472.355182201491818882;924866817.301903027287927081;3419.45045244595904691;2072996.976829797695916459;3580.723756625312928465;3593.724528313870220778;3419.45045244595904691;3419.45045244595904691
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18911;11/10/2021, 02:00:00;1633910400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;361410.229245592172787821;1276387568.118666971189514489;1276387568.118666971189514489;262418.654587528520154179;926904139.873782468756389224;3532.157960838176271852;2919328.885808190997491803;3419.45045244595904691;3607.802814997350836742;3389.247028453642157616;3532.157960838176271852
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18912;12/10/2021, 02:00:00;1633996800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;374769.113442636269709718;1305011765.761797019484572578;1305011765.761797019484572578;262207.975848855879436313;916914146.97628301410546428;3496.896476958497848355;2436178.606600785037789454;3532.157960838176271852;3535.373565934008091727;3416.387801988523416896;3496.896476958497848355
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18913;13/10/2021, 02:00:00;1634083200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;322448.099902227167870755;1126759406.931075514137220038;1126759406.931075514137220038;251072.891942834935613947;902690145.507844095196182645;3595.330975489665454999;2163570.54711010126438155;3496.896476958497848355;3599.741417106011294992;3425.951559276440533694;3595.330975489665454999
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18914;14/10/2021, 02:00:00;1634169600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;314991.394719668567817757;1172620089.96258973483471517;1172620089.96258973483471517;229726.675133735724614692;870260513.152781023746518042;3788.243192246427522684;2319945.185925388953669786;3600.872040437874719717;3808.56991516647549151;3597.869516821174620427;3788.243192246427522684
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18915;15/10/2021, 02:00:00;1634256000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;396494.561704853932239105;1511546254.566102941534559239;1511546254.566102941534559239;247625.117178532168790858;954823381.657776811633502142;3855.922987688565202983;2982628.555079267846456575;3788.243192246427522684;3890.299486895293984951;3740.820750466591143692;3855.922987688565202983
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18916;16/10/2021, 02:00:00;1634342400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;291899.624967978834367734;1132856632.923042657317831911;1132856632.923042657317831911;254161.917837897939755438;975989988.578513053640620769;3840.032357644508372889;2005966.478114964481449667;3855.922987688565202983;3978.293832275109898225;3816.514346672547485588;3840.032357644508372889
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18917;17/10/2021, 02:00:00;1634428800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;271822.224100391471995679;1036638840.164985703055461934;1036638840.164985703055461934;268942.957938465303520092;1033560372.118556361387835276;3843.046793420919685798;2113862.828253893730403579;3840.032357644508372889;3896.920250513942857972;3677.081988765150186842;3843.046793420919685798
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18918;18/10/2021, 02:00:00;1634515200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;318915.22543804317696908;1208188257.124103101057392534;1208188257.124103101057392534;285095.300933324702597571;1067167224.187303965717336564;3743.194716621732698019;2219398.416943016548925562;3843.046793420919685798;3883.310365032596124325;3693.61417860969482122;3743.194716621732698019
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18919;19/10/2021, 02:00:00;1634601600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;334825.416463039200957725;1275119492.5140991429851344;1275119492.5140991429851344;275906.802751215941301669;1069401539.581892286224260308;3875.952056702883727774;2107539.567598910434035437;3743.194716621732698019;3875.952056702883727774;3743.194716621732698019;3875.952056702883727774
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18920;20/10/2021, 02:00:00;1634688000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;360663.515436390557013003;1443454364.495433708811633081;1443454364.495433708811633081;244847.37413098505995018;1017237085.113287317280948352;4154.576248667873800768;2625292.53002175778554174;3875.952056702883727774;4154.576248667873800768;3842.49536409084901877;4154.576248667873800768
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18921;21/10/2021, 02:00:00;1634774400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;554756.432558072197425975;2314314985.34546907673288105;2314314985.34546907673288105;274956.518292277725603434;1117016895.309002683394141256;4062.521966188188355304;3632615.525868908540790629;4154.576248667873800768;4434.096203667952195634;4047.75065441809809931;4062.521966188188355304
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18922;22/10/2021, 02:00:00;1634860800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;380665.168285791962845251;1540992351.194950931816401592;1540992351.194950931816401592;277513.332619663325177745;1102357215.516395385169240149;3972.267584805355748;2650933.049738159601851244;4062.521966188188355304;4155.374307050251840293;3907.084809205344001407;3972.267584805355748
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18923;23/10/2021, 02:00:00;1634947200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;291472.847014446101041161;1180482247.372912882111086192;1180482247.372912882111086192;248665.733701422728260677;1033484709.067602519677977789;4156.120321381013381828;2081923.442042075631037415;3972.267584805355748;4156.120321381013381828;3953.123340760178138831;4156.120321381013381828
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18924;24/10/2021, 02:00:00;1635033600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;275435.769596768304425298;1118661072.918657644137242663;1118661072.918657644137242663;264257.070452658401390366;1076959424.716468834650384713;4075.42330985390186239;2242565.875528687532992325;4156.120321381013381828;4170.3330674966081761;3979.33512298303980789;4075.42330985390186239
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18925;25/10/2021, 02:00:00;1635120000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;267111.670261219279975441;1111102097.001015634139533927;1111102097.001015634139533927;248289.89163887157863556;1045707592.419251157313474311;4211.639811499833403592;2006354.88979924412117284;4075.42330985390186239;4224.984755938097744813;4075.42330985390186239;4211.639811499833403592
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18926;26/10/2021, 02:00:00;1635206400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;375580.732355214884430928;1576233730.971447475378283785;1576233730.971447475378283785;252387.780738850412822347;1042412682.917649068558432747;4130.202658250915038239;3059180.265309942149290169;4211.639811499833403592;4281.048489266226055983;4100.173543611382046662;4130.202658250915038239
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18927;27/10/2021, 02:00:00;1635292800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;537431.908141094050057321;2188885262.277009592300894512;2188885262.277009592300894512;271612.836411147458164074;1069667286.920266371024300896;3938.205944365173548984;4575869.358589566621824863;4130.202658250915038239;4291.64418062628914558;3932.375617006323759042;3938.205944365173548984
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18928;28/10/2021, 02:00:00;1635379200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;492426.974553841094248971;2037332361.068943365239430224;2037332361.068943365239430224;220908.944362336356047227;944612503.758245879654593942;4276.026516196130173048;4247551.107238056497864602;3938.205944365173548984;4280.662032595532088073;3907.608150171562530915;4276.026516196130173048
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18929;29/10/2021, 02:00:00;1635465600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;337198.519317065284798927;1469712879.88190972986652453;1469712879.88190972986652453;213362.362299446659143836;940917664.263177383367620882;4409.951474677769771263;2784296.75612518154462714;4276.026516196130173048;4448.240125000005933067;4276.026516196130173048;4409.951474677769771263
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18930;30/10/2021, 02:00:00;1635552000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;245060.884528893585209773;1058183735.879057906975194187;1058183735.879057906975194187;256886.128117424568167761;1108951157.578667680573040012;4316.89778543338791067;2368164.39964064810708199;4409.951474677769771263;4419.921212917151655686;4252.518672854232012519;4316.89778543338791067
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18931;31/10/2021, 02:00:00;1635638400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;258611.152412560571123751;1109029125.991875440597766774;1109029125.991875440597766774;264408.56753454966546835;1134356161.749997738241317157;4290.164166491216293453;2284887.302076862529967627;4316.89778543338791067;4435.570110781480488294;4184.862513485673336207;4290.164166491216293453
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18932;01/11/2021, 01:00:00;1635724800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;277362.204809422963970982;1193144699.379212449816493252;1193144699.379212449816493252;260396.999409799041800986;1125710880.797430749773063888;4323.056269269241589741;2245704.855302455155557289;4290.164166491216293453;4366.99450684448836585;4163.866599799413487556;4323.056269269241589741
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18933;02/11/2021, 01:00:00;1635811200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;329397.005720651908638386;1464252789.105798640681390291;1464252789.105798640681390291;228512.136605877131768921;1047952687.791663150109493232;4585.982623754920183699;3130982.45871728913647114;4323.056269269241589741;4585.982623754920183699;4304.299403791469258164;4585.982623754920183699
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18934;03/11/2021, 01:00:00;1635897600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;336198.334862214574921962;1537639063.649481792366037525;1537639063.649481792366037525;235571.947512616014799492;1083321208.425475220883544325;4598.685114523061543312;3265535.690878271618247808;4585.982623754920183699;4650.093163245871280915;4477.794839467054308312;4598.685114523061543312
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18935;04/11/2021, 01:00:00;1635984000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;299771.741996490171680414;1356266487.899382152215516231;1356266487.899382152215516231;239091.556207702026410882;1082248515.982263597901570736;4526.502454323815039225;3133874.231353332888325013;4598.685114523061543312;4598.685114523061543312;4441.935363190246461402;4526.502454323815039225
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18936;05/11/2021, 01:00:00;1636070400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;227593.795781160409254716;1024623917.962921560584198224;1024623917.962921560584198224;250168.052007177803199207;1118660939.668167581729870923;4471.637887783013336144;2324466.753994731517269997;4526.502454323815039225;4555.393901149707394611;4459.741455421489174235;4471.637887783013336144
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18937;06/11/2021, 01:00:00;1636156800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;234870.917367673784158958;1044451595.749898270073984128;1044451595.749898270073984128;248489.029267437000413152;1120894255.477698656488891289;4510.840010853489771746;2418099.761680177525333348;4471.637887783013336144;4520.644397608185455935;4343.441309404060511542;4510.840010853489771746
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18938;07/11/2021, 01:00:00;1636243200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;208646.99540373421958991;956423477.597388213253262708;956423477.597388213253262708;246143.484710626885809207;1134488705.877469446398635036;4609.054378226609838163;2381778.453656771485780462;4510.840010853489771746;4641.253183924200399285;4510.796504647025714813;4609.054378226609838163
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18939;08/11/2021, 01:00:00;1636329600;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;305746.735216658967517931;1446446408.069300062654402073;1446446408.069300062654402073;229674.959448773256818166;1103850553.52772877753842132;4806.142368227703108971;2916057.023100406226356248;4609.054378226609838163;4806.142368227703108971;4609.054378226609838163;4806.142368227703108971
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18940;09/11/2021, 01:00:00;1636416000;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;325204.598049560903307196;1556370502.410423161565007202;1556370502.410423161565007202;241459.475898405844949483;1143635792.761377853520803279;4736.346703753150673262;4727065.995727835977061846;4806.142368227703108971;4824.764830805741372026;4731.172629285142172999;4736.346703753150673262
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18941;10/11/2021, 01:00:00;1636502400;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;585753.021428906264592942;2750724787.657930607767431283;2750724787.657930607767431283;257757.637576027390259946;1191750247.293874325205477279;4623.530299630246194884;5611519.536610278954771127;4736.346703753150673262;4857.330429148114894151;4538.09218792590922172;4623.530299630246194884
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18942;11/11/2021, 01:00:00;1636588800;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;357669.674045795601750275;1677423848.869838317980691115;1677423848.869838317980691115;239158.007711645855447143;1132552531.711461722531366811;4735.582732721986170685;3516240.14670527176629154;4623.530299630246194884;4760.268717166674811318;4595.455539025336555713;4735.582732721986170685
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-18943;12/11/2021, 01:00:00;1636675200;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;WETH;418086.595937077798938767;1944942094.510741777456955461;1944942094.510741777456955461;250897.040348197645548784;1170888660.056970812407740976;4666.809375000991545406;3456855.26635098523345473;4735.582732721986170685;4789.68814746108520042;4522.477714174418491226;4666.809375000991545406
